exchange,instrument_type,symbol,name,isin,series,data_symbol
NSE,STOCK,SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,BE,SADBHIN.NS
NSE,STOCK,SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,BE,SADHNANIQ.NS
NSE,STOCK,SAFARI,Safari Industries (India) Limited,INE429E01023,EQ,SAFARI.NS
NSE,STOCK,SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ,SAGARDEEP.NS
NSE,STOCK,SAGCEM,Sagar Cements Limited,INE229C01021,EQ,SAGCEM.NS
NSE,STOCK,SAGILITY,SAGILITY LIMITED,INE0W2G01015,EQ,SAGILITY.NS
NSE,STOCK,SAHLIBHFI,Shalibhadra Finance Limited,INE861D01011,EQ,SAHLIBHFI.NS
NSE,STOCK,SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ,SAHYADRI.NS
NSE,STOCK,SAICAPI,Sai Capital Limited,INE531X01018,EQ,SAICAPI.NS
NSE,STOCK,SAIL,Steel Authority of India Limited,INE114A01011,EQ,SAIL.NS
NSE,STOCK,SAILIFE,Sai Life Sciences Limited,INE570L01029,EQ,SAILIFE.NS
NSE,STOCK,SAIPARENT,Sai Parenterals Limited,INE0H9F01037,EQ,SAIPARENT.NS
NSE,STOCK,SAKAR,Sakar Healthcare Limited,INE732S01012,EQ,SAKAR.NS
NSE,STOCK,SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ,SAKHTISUG.NS
NSE,STOCK,SAKSOFT,Saksoft Limited,INE667G01023,EQ,SAKSOFT.NS
NSE,STOCK,SAKUMA,Sakuma Exports Limited,INE190H01024,EQ,SAKUMA.NS
NSE,STOCK,SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ,SALASAR.NS
NSE,STOCK,SALONA,Salona Cotspin Limited,INE498E01010,EQ,SALONA.NS
NSE,STOCK,SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ,SALSTEEL.NS
NSE,STOCK,SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ,SALZERELEC.NS
NSE,STOCK,SAMBANDAM,Sambandam Spinning Mills Limited,INE304D01012,EQ,SAMBANDAM.NS
NSE,STOCK,SAMBHAAV,Sambhaav Media Limited,INE699B01027,EQ,SAMBHAAV.NS
NSE,STOCK,SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ,SAMBHV.NS
NSE,STOCK,SAMHI,Samhi Hotels Limited,INE08U801020,EQ,SAMHI.NS
NSE,STOCK,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,EQ,SAMMAANCAP.NS
NSE,STOCK,SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ,SAMPANN.NS
NSE,STOCK,SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ,SANATHAN.NS
NSE,STOCK,SANDESH,The Sandesh Limited,INE583B01015,EQ,SANDESH.NS
NSE,STOCK,SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ,SANDHAR.NS
NSE,STOCK,SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ,SANDUMA.NS
NSE,STOCK,SANGAMIND,Sangam (India) Limited,INE495C01010,EQ,SANGAMIND.NS
NSE,STOCK,SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ,SANGHVIMOV.NS
NSE,STOCK,SANGINITA,Sanginita Chemicals Limited,INE753W01010,BE,SANGINITA.NS
NSE,STOCK,SANOFI,Sanofi India Limited,INE058A01010,EQ,SANOFI.NS
NSE,STOCK,SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,SANOFICONR.NS
NSE,STOCK,SANSERA,Sansera Engineering Limited,INE953O01021,EQ,SANSERA.NS
NSE,STOCK,SANSTAR,Sanstar Limited,INE08NE01025,EQ,SANSTAR.NS
NSE,STOCK,SANWARIA,Sanwaria Consumer Limited,INE890C01046,BZ,SANWARIA.NS
NSE,STOCK,SAPPHIRE,Sapphire Foods India Limited,INE806T01020,EQ,SAPPHIRE.NS
NSE,STOCK,SAPPL,Shree Ajit Pulp & Paper Limited,INE185C01017,EQ,SAPPL.NS
NSE,STOCK,SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,EQ,SARDAEN.NS
NSE,STOCK,SAREGAMA,Saregama India Limited,INE979A01025,EQ,SAREGAMA.NS
NSE,STOCK,SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,EQ,SARLAPOLY.NS
NSE,STOCK,SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ,SARVESHWAR.NS
NSE,STOCK,SASKEN,Sasken Technologies Limited,INE231F01020,EQ,SASKEN.NS
NSE,STOCK,SATIA,Satia Industries Limited,INE170E01023,EQ,SATIA.NS
NSE,STOCK,SATIN,Satin Creditcare Network Limited,INE836B01017,EQ,SATIN.NS
NSE,STOCK,SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ,SAURASHCEM.NS
NSE,STOCK,SAYAJIHOTL,Sayaji Hotels Limited,INE318C01014,EQ,SAYAJIHOTL.NS
NSE,STOCK,SAYAJIIND,Sayaji Industries Limited,INE327G01032,EQ,SAYAJIIND.NS
NSE,STOCK,SBC,SBC Exports Limited,INE04AK01028,EQ,SBC.NS
NSE,STOCK,SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ,SBCL.NS
NSE,STOCK,SBFC,SBFC Finance Limited,INE423Y01016,EQ,SBFC.NS
NSE,STOCK,SBGLP,Suratwwala Business Group Limited,INE05ST01028,EQ,SBGLP.NS
NSE,STOCK,SBICARD,SBI Cards and Payment Services Limited,INE018E01016,EQ,SBICARD.NS
NSE,STOCK,SBIFUNDS,SBI Funds Management Limited,INE640G01020,EQ,SBIFUNDS.NS
NSE,STOCK,SBILIFE,SBI Life Insurance Company Limited,INE123W01016,EQ,SBILIFE.NS
NSE,STOCK,SBIN,State Bank of India,INE062A01020,EQ,SBIN.NS
NSE,STOCK,SCANSTL,Scan Steels Limited,INE099G01011,BE,SCANSTL.NS
NSE,STOCK,SCHAEFFLER,Schaeffler India Limited,INE513A01022,EQ,SCHAEFFLER.NS
NSE,STOCK,SCHAND,S Chand And Company Limited,INE807K01035,EQ,SCHAND.NS
NSE,STOCK,SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,EQ,SCHNEIDER.NS
NSE,STOCK,SCI,Shipping Corporation Of India Limited,INE109A01011,EQ,SCI.NS
NSE,STOCK,SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ,SCILAL.NS
NSE,STOCK,SCODATUBES,Scoda Tubes Limited,INE090501011,EQ,SCODATUBES.NS
NSE,STOCK,SCPL,Sheetal Cool Products Limited,INE501Y01019,BE,SCPL.NS
NSE,STOCK,SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ,SDBL.NS
NSE,STOCK,SEAMECLTD,Seamec Limited,INE497B01018,EQ,SEAMECLTD.NS
NSE,STOCK,SECMARK,SecMark Consultancy Limited,INE0BTM01013,EQ,SECMARK.NS
NSE,STOCK,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,EQ,SECURKLOUD.NS
NSE,STOCK,SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019,EQ,SEDEMAC.NS
NSE,STOCK,SEIL,Shanti Educational Initiatives Limited,INE440T01028,EQ,SEIL.NS
NSE,STOCK,SEJALLTD,Sejal Glass Limited,INE955I01044,EQ,SEJALLTD.NS
NSE,STOCK,SEKURITIND,Saint Gobain Sekurit India Limited,INE068B01017,EQ,SEKURITIND.NS
NSE,STOCK,SELMC,SEL Manufacturing Company Limited,INE105I01020,EQ,SELMC.NS
NSE,STOCK,SEMAC,Semac Construction Limited,INE617A01013,EQ,SEMAC.NS
NSE,STOCK,SENCO,Senco Gold Limited,INE602W01027,EQ,SENCO.NS
NSE,STOCK,SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ,SENORES.NS
NSE,STOCK,SEPC,SEPC Limited,INE964H01014,EQ,SEPC.NS
NSE,STOCK,SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,EQ,SERVOTECH.NS
NSE,STOCK,SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,EQ,SESHAPAPER.NS
NSE,STOCK,SETCO,Setco Automotive Limited,INE878E01021,BE,SETCO.NS
NSE,STOCK,SETL,Standard Engineering Technology Limited,INE0M4D01010,EQ,SETL.NS
NSE,STOCK,SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,BZ,SETUINFRA.NS
NSE,STOCK,SEYAIND,Seya Industries Limited,INE573R01012,BE,SEYAIND.NS
NSE,STOCK,SFL,Sheela Foam Limited,INE916U01025,EQ,SFL.NS
NSE,STOCK,SGFIN,SG Finserve Limited,INE618R01015,EQ,SGFIN.NS
NSE,STOCK,SGIL,Synergy Green Industries Limited,INE00QT01015,EQ,SGIL.NS
NSE,STOCK,SGL,STL Global Limited,INE353H01010,EQ,SGL.NS
NSE,STOCK,SGLRES,SGL Resources Limited,INE967B01028,EQ,SGLRES.NS
NSE,STOCK,SGMART,SG Mart Limited,INE385F01024,EQ,SGMART.NS
NSE,STOCK,SGRL,Shree Ganesh Remedies Limited,INE414Y01015,EQ,SGRL.NS
NSE,STOCK,SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015,EQ,SHADOWFAX.NS
NSE,STOCK,SHAH,Shah Metacorp Limited,INE482J01021,EQ,SHAH.NS
NSE,STOCK,SHAHALLOYS,Shah Alloys Limited,INE640C01011,BE,SHAHALLOYS.NS
NSE,STOCK,SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ,SHAILY.NS
NSE,STOCK,SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ,SHAKTIPUMP.NS
NSE,STOCK,SHALBY,Shalby Limited,INE597J01018,EQ,SHALBY.NS
NSE,STOCK,SHALPAINTS,Shalimar Paints Limited,INE849C01026,BE,SHALPAINTS.NS
NSE,STOCK,SHANKARA,Shankara Building Products Limited,INE274V01019,EQ,SHANKARA.NS
NSE,STOCK,SHANKESH,Shankesh Jewellers Limited,INE1WFC01025,EQ,SHANKESH.NS
NSE,STOCK,SHANTI,Shanti Overseas (India) Limited,INE933X01016,EQ,SHANTI.NS
NSE,STOCK,SHANTIGEAR,Shanthi Gears Limited,INE631A01022,EQ,SHANTIGEAR.NS
NSE,STOCK,SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,EQ,SHANTIGOLD.NS
NSE,STOCK,SHARDACROP,Sharda Cropchem Limited,INE221J01015,EQ,SHARDACROP.NS
NSE,STOCK,SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,EQ,SHARDAMOTR.NS
NSE,STOCK,SHARDUL,Shardul Securities Limited,INE037B01020,BE,SHARDUL.NS
NSE,STOCK,SHAREINDIA,Share India Securities Limited,INE932X01026,EQ,SHAREINDIA.NS
NSE,STOCK,SHBAJRG,Shri Bajrang Alliance Limited,INE402H01015,EQ,SHBAJRG.NS
NSE,STOCK,SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,BE,SHEKHAWATI.NS
NSE,STOCK,SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,BE,SHEMAROO.NS
NSE,STOCK,SHERVANI,Shervani Industrial Syndicate Limited,INE011D01013,EQ,SHERVANI.NS
NSE,STOCK,SHILCTECH,Shilchar Technologies Limited,INE024F01011,EQ,SHILCTECH.NS
NSE,STOCK,SHILGRAVQ,Shilp Gravures Limited,INE960A01017,EQ,SHILGRAVQ.NS
NSE,STOCK,SHILPAMED,Shilpa Medicare Limited,INE790G01031,EQ,SHILPAMED.NS
NSE,STOCK,SHINDL,Sharat Industries Limited,INE220Z01013,EQ,SHINDL.NS
NSE,STOCK,SHIPROCKET,Shiprocket Limited,INE0FOO01011,EQ,SHIPROCKET.NS
NSE,STOCK,SHIVAAGRO,Shiva Global Agro Industries Limited,INE960E01019,EQ,SHIVAAGRO.NS
NSE,STOCK,SHIVACEM,Shiva Cement Limited,INE555C01029,EQ,SHIVACEM.NS
NSE,STOCK,SHIVALIK,Shivalik Rasayan Limited,INE788J01021,BE,SHIVALIK.NS
NSE,STOCK,SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,EQ,SHIVAMAUTO.NS
NSE,STOCK,SHIVAMILLS,Shiva Mills Limited,INE644Y01017,EQ,SHIVAMILLS.NS
NSE,STOCK,SHIVATEX,Shiva Texyarn Limited,INE705C01020,EQ,SHIVATEX.NS
NSE,STOCK,SHIVAUM,Shiv Aum Steels Limited,INE719F01016,EQ,SHIVAUM.NS
NSE,STOCK,SHK,S H Kelkar and Company Limited,INE500L01026,EQ,SHK.NS
NSE,STOCK,SHOPERSTOP,Shoppers Stop Limited,INE498B01024,EQ,SHOPERSTOP.NS
NSE,STOCK,SHRADDHA,Shraddha Prime Projects Limited,INE311M01018,EQ,SHRADDHA.NS
NSE,STOCK,SHRADHA,Shradha Realty Limited,INE715Y01031,EQ,SHRADHA.NS
NSE,STOCK,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,EQ,SHREDIGCEM.NS
NSE,STOCK,SHREECEM,SHREE CEMENT LIMITED,INE070A01015,EQ,SHREECEM.NS
NSE,STOCK,SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,EQ,SHREEJISPG.NS
NSE,STOCK,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,EQ,SHREEPUSHK.NS
NSE,STOCK,SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,EQ,SHREERAMA.NS
NSE,STOCK,SHRENIK,Shrenik Limited,INE632X01030,BZ,SHRENIK.NS
NSE,STOCK,SHREYANIND,Shreyans Industries Limited,INE231C01019,EQ,SHREYANIND.NS
NSE,STOCK,SHRIKRISH,Shri Krishna Devcon Limited,INE997I01012,EQ,SHRIKRISH.NS
NSE,STOCK,SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,EQ,SHRINGARMS.NS
NSE,STOCK,SHRIPISTON,SPR Auto Technologies Limited,INE526E01018,EQ,SHRIPISTON.NS
NSE,STOCK,SHRIRAMFIN,Shriram Finance Limited,INE721A01047,EQ,SHRIRAMFIN.NS
NSE,STOCK,SHRIRAMPPS,Shriram Properties Limited,INE217L01019,EQ,SHRIRAMPPS.NS
NSE,STOCK,SHRJAGP,Shri Jagdamba Polymers Limited,INE564J01026,EQ,SHRJAGP.NS
NSE,STOCK,SHUKRAPHAR,Shukra Pharmaceuticals Limited,INE551C01044,EQ,SHUKRAPHAR.NS
NSE,STOCK,SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,BE,SHYAMCENT.NS
NSE,STOCK,SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,EQ,SHYAMMETL.NS
NSE,STOCK,SHYAMTEL,Shyam Telecom Limited,INE635A01023,EQ,SHYAMTEL.NS
NSE,STOCK,SICAGEN,Sicagen India Limited,INE176J01011,EQ,SICAGEN.NS
NSE,STOCK,SICALLOG,Sical Logistics Limited,INE075B01020,BE,SICALLOG.NS
NSE,STOCK,SIEL,Superior Industrial Enterprises Limited,INE843L01012,EQ,SIEL.NS
NSE,STOCK,SIEMENS,Siemens Limited,INE003A01024,EQ,SIEMENS.NS
NSE,STOCK,SIGACHI,Sigachi Industries Limited,INE0D0K01022,EQ,SIGACHI.NS
NSE,STOCK,SIGIND,Signet Industries Limited,INE529F01035,BE,SIGIND.NS
NSE,STOCK,SIGMA,Sigma Solve Limited,INE0A0S01028,EQ,SIGMA.NS
NSE,STOCK,SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,INE933B01012,BE,SIGMAADV.NS
NSE,STOCK,SIGNATURE,Signatureglobal (India) Limited,INE903U01023,EQ,SIGNATURE.NS
NSE,STOCK,SIGNPOST,Signpost India Limited,INE0KGZ01021,EQ,SIGNPOST.NS
NSE,STOCK,SIKA,Sika Interplant Systems Limited,INE438E01032,EQ,SIKA.NS
NSE,STOCK,SIKKO,Sikko Industries Limited,INE112X01025,BE,SIKKO.NS
NSE,STOCK,SIL,Standard Industries Limited,INE173A01025,EQ,SIL.NS
NSE,STOCK,SILGO,Silgo Retail Limited,INE01II01013,EQ,SILGO.NS
NSE,STOCK,SILINV,SIL Investments Limited,INE923A01015,EQ,SILINV.NS
NSE,STOCK,SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,EQ,SILLYMONKS.NS
NSE,STOCK,SILVERTUC,Silver Touch Technologies Limited,INE625X01026,EQ,SILVERTUC.NS
NSE,STOCK,SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,BZ,SIMBHALS.NS
NSE,STOCK,SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,EQ,SIMPLEXINF.NS
NSE,STOCK,SIMPLXREA,Simplex Realty Limited,INE167H01014,EQ,SIMPLXREA.NS
NSE,STOCK,SINCLAIR,Sinclairs Hotels Limited,INE985A01022,EQ,SINCLAIR.NS
NSE,STOCK,SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,EQ,SINDHUTRAD.NS
NSE,STOCK,SINGERIND,Singer India Limited,INE638A01035,EQ,SINGERIND.NS
NSE,STOCK,SINTERCOM,Sintercom India Limited,INE129Z01016,EQ,SINTERCOM.NS
NSE,STOCK,SIRCA,Sirca Paints India Limited,INE792Z01011,EQ,SIRCA.NS
NSE,STOCK,SIS,SIS LIMITED,INE285J01028,EQ,SIS.NS
NSE,STOCK,SITINET,Siti Networks Limited,INE965H01011,BZ,SITINET.NS
NSE,STOCK,SIYSIL,Siyaram Silk Mills Limited,INE076B01028,EQ,SIYSIL.NS
NSE,STOCK,SJS,S.J.S. Enterprises Limited,INE284S01014,EQ,SJS.NS
NSE,STOCK,SJVN,SJVN Limited,INE002L01015,EQ,SJVN.NS
NSE,STOCK,SKFINDIA,SKF India Limited,INE640A01023,EQ,SKFINDIA.NS
NSE,STOCK,SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,EQ,SKFINDUS.NS
NSE,STOCK,SKIPPER,Skipper Limited,INE439E01022,EQ,SKIPPER.NS
NSE,STOCK,SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,EQ,SKMEGGPROD.NS
NSE,STOCK,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,EQ,SKYGOLD.NS
NSE,STOCK,SKYWAYS,Skyways Air Services Limited,INE0PX301025,EQ,SKYWAYS.NS
NSE,STOCK,SMARTLINK,Smartlink Holdings Limited,INE178C01020,BE,SMARTLINK.NS
NSE,STOCK,SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,EQ,SMARTWORKS.NS
NSE,STOCK,SMCGLOBAL,SMC Global Securities Limited,INE103C01036,EQ,SMCGLOBAL.NS
NSE,STOCK,SMLMAH,SML Mahindra Limited,INE294B01019,EQ,SMLMAH.NS
NSE,STOCK,SMLT,Sarthak Metals Limited,INE017W01010,EQ,SMLT.NS
NSE,STOCK,SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,EQ,SMSPHARMA.NS
NSE,STOCK,SNOWMAN,Snowman Logistics Limited,INE734N01019,EQ,SNOWMAN.NS
NSE,STOCK,SOBHA,Sobha Limited,INE671H01015,EQ,SOBHA.NS
NSE,STOCK,SOFTTECH,Softtech Engineers Limited,INE728Z01015,EQ,SOFTTECH.NS
NSE,STOCK,SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,EQ,SOLARA.NS
NSE,STOCK,SOLARINDS,Solar Industries India Limited,INE343H01029,EQ,SOLARINDS.NS
NSE,STOCK,SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,EQ,SOLARWORLD.NS
NSE,STOCK,SOLEX,Solex Energy Limited,INE880Y01017,EQ,SOLEX.NS
NSE,STOCK,SOMANYCERA,Somany Ceramics Limited,INE355A01028,EQ,SOMANYCERA.NS
NSE,STOCK,SOMATEX,Soma Textiles & Industries Limited,INE314C01013,EQ,SOMATEX.NS
NSE,STOCK,SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,EQ,SOMICONVEY.NS
NSE,STOCK,SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,EQ,SONACOMS.NS
NSE,STOCK,SONAL,Sonal Mercantile Limited,INE321M01017,EQ,SONAL.NS
NSE,STOCK,SONAMLTD,SONAM LIMITED,INE00LM01029,BE,SONAMLTD.NS
NSE,STOCK,SONATSOFTW,Sonata Software Limited,INE269A01021,EQ,SONATSOFTW.NS
NSE,STOCK,SOTL,Savita Oil Technologies Limited,INE035D01020,EQ,SOTL.NS
NSE,STOCK,SOUTHBANK,The South Indian Bank Limited,INE683A01023,EQ,SOUTHBANK.NS
NSE,STOCK,SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,EQ,SOUTHWEST.NS
NSE,STOCK,SPAL,S. P. Apparels Limited,INE212I01016,EQ,SPAL.NS
NSE,STOCK,SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,EQ,SPANDANA.NS
NSE,STOCK,SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,EQ,SPARC.NS
NSE,STOCK,SPCENET,Spacenet Enterprises India Limited,INE970N01027,EQ,SPCENET.NS
NSE,STOCK,SPECIALITY,Speciality Restaurants Limited,INE247M01014,BE,SPECIALITY.NS
NSE,STOCK,SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,BE,SPECTRUM.NS
NSE,STOCK,SPELS,SPEL Semiconductor Limited,INE252A01019,EQ,SPELS.NS
NSE,STOCK,SPENCERS,Spencer's Retail Limited,INE020801028,EQ,SPENCERS.NS
NSE,STOCK,SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,EQ,SPIC.NS
NSE,STOCK,SPLIL,SPL Industries Limited,INE978G01016,EQ,SPLIL.NS
NSE,STOCK,SPLPETRO,Supreme Petrochem Limited,INE663A01033,EQ,SPLPETRO.NS
NSE,STOCK,SPMLINFRA,SPML Infra Limited,INE937A01023,EQ,SPMLINFRA.NS
NSE,STOCK,SPORTKING,Sportking India Limited,INE885H01029,EQ,SPORTKING.NS
NSE,STOCK,SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,EQ,SRD.NS
NSE,STOCK,SREEL,Sreeleathers Limited,INE099F01013,EQ,SREEL.NS
NSE,STOCK,SRF,SRF Limited,INE647A01010,EQ,SRF.NS
NSE,STOCK,SRGHFL,SRG Housing Finance Limited,INE559N01010,EQ,SRGHFL.NS
NSE,STOCK,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,EQ,SRHHYPOLTD.NS
NSE,STOCK,SRIKPRIND,Sri KPR Industries Limited,INE009C01019,EQ,SRIKPRIND.NS
NSE,STOCK,SRM,SRM Contractors Limited,INE0R6Z01013,EQ,SRM.NS
NSE,STOCK,SRTL,Shree Ram Twistex Limited,INE19GK01015,EQ,SRTL.NS
NSE,STOCK,SSDL,Saraswati Saree Depot Limited,INE0PQ101010,EQ,SSDL.NS
NSE,STOCK,SSWL,Steel Strips Wheels Limited,INE802C01033,EQ,SSWL.NS
NSE,STOCK,STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,BE,STALLION.NS
NSE,STOCK,STANLEY,Stanley Lifestyles Limited,INE01A001028,EQ,STANLEY.NS
NSE,STOCK,STAR,Strides Pharma Science Limited,INE939A01011,EQ,STAR.NS
NSE,STOCK,STARCEMENT,Star Cement Limited,INE460H01021,EQ,STARCEMENT.NS
NSE,STOCK,STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,EQ,STARHEALTH.NS
NSE,STOCK,STARPAPER,Star Paper Mills Limited,INE733A01018,EQ,STARPAPER.NS
NSE,STOCK,STARTECK,Starteck Finance Limited,INE992I01013,EQ,STARTECK.NS
NSE,STOCK,STCINDIA,The State Trading Corporation of India Limited,INE655A01013,EQ,STCINDIA.NS
NSE,STOCK,STEELCAS,Steelcast Limited,INE124E01038,EQ,STEELCAS.NS
NSE,STOCK,STEELCITY,Steel City Securities Limited,INE395H01011,EQ,STEELCITY.NS
NSE,STOCK,STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,EQ,STEELXIND.NS
NSE,STOCK,STEL,Stel Holdings Limited,INE577L01016,EQ,STEL.NS
NSE,STOCK,STERTOOLS,Sterling Tools Limited,INE334A01023,BE,STERTOOLS.NS
NSE,STOCK,STLNETWORK,STL Networks Limited,INE1VXE01018,EQ,STLNETWORK.NS
NSE,STOCK,STLSTRINF,Steel Strips Infrastructures Limited,INE205F01016,EQ,STLSTRINF.NS
NSE,STOCK,STLTECH,Sterlite Technologies Limited,INE089C01029,BE,STLTECH.NS
NSE,STOCK,STOVEKRAFT,Stove Kraft Limited,INE00IN01015,EQ,STOVEKRAFT.NS
NSE,STOCK,STUDDS,Studds Accessories Limited,INE00Q601028,EQ,STUDDS.NS
NSE,STOCK,STYL,Seshaasai Technologies Limited,INE04VU01023,EQ,STYL.NS
NSE,STOCK,STYLAMIND,Stylam Industries Limited,INE239C01020,EQ,STYLAMIND.NS
NSE,STOCK,STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,EQ,STYLEBAAZA.NS
NSE,STOCK,STYRENIX,Styrenix Performance Materials Limited,INE189B01011,EQ,STYRENIX.NS
NSE,STOCK,SUBEXLTD,Subex Limited,INE754A01055,EQ,SUBEXLTD.NS
NSE,STOCK,SUBROS,Subros Limited,INE287B01021,EQ,SUBROS.NS
NSE,STOCK,SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029,EQ,SUDARCOLOR.NS
NSE,STOCK,SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,EQ,SUDARSCHEM.NS
NSE,STOCK,SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,EQ,SUDEEPPHRM.NS
NSE,STOCK,SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,EQ,SUKHJITS.NS
NSE,STOCK,SULA,Sula Vineyards Limited,INE142Q01026,EQ,SULA.NS
NSE,STOCK,SUMEDHA,Sumedha Fiscal Services Limited,INE886B01012,EQ,SUMEDHA.NS
NSE,STOCK,SUMEETINDS,Sumeet Industries Limited,INE235C01036,EQ,SUMEETINDS.NS
NSE,STOCK,SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,EQ,SUMICHEM.NS
NSE,STOCK,SUMIT,Sumit Woods Limited,INE748Z01013,EQ,SUMIT.NS
NSE,STOCK,SUMMITSEC,Summit Securities Limited,INE519C01017,EQ,SUMMITSEC.NS
NSE,STOCK,SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,EQ,SUNCLAY.NS
NSE,STOCK,SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,EQ,SUNDARAM.NS
NSE,STOCK,SUNDARMFIN,Sundaram Finance Limited,INE660A01013,EQ,SUNDARMFIN.NS
NSE,STOCK,SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,BE,SUNDRMBRAK.NS
NSE,STOCK,SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,EQ,SUNDRMFAST.NS
NSE,STOCK,SUNDROP,Sundrop Brands Limited,INE209A01019,EQ,SUNDROP.NS
NSE,STOCK,SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,EQ,SUNFLAG.NS
NSE,STOCK,SUNLOC,Sunil Healthcare Limited,INE671C01016,EQ,SUNLOC.NS
NSE,STOCK,SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,EQ,SUNPHARMA.NS
NSE,STOCK,SUNRAKSHAK,Sunrakshakk Industries India Limited,INE671K01027,EQ,SUNRAKSHAK.NS
NSE,STOCK,SUNSHIEL,Sunshield Chemicals Limited,INE199E01014,EQ,SUNSHIEL.NS
